Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR7909742	WGS cross-site study	Illumina HiSeq 4000	586448	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR790/SRR7909742/SRR7909742.sra	SRR7909742.sra	SRR7909742_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/002/SRR7909742/SRR7909742_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR790/002/SRR7909742/SRR7909742_1.fastq.gz	SRR7909742_1.fastq.gz	SRR7909742_WGS_cross-site_study_1.fastq.gz
SRR7909742	WGS cross-site study	Illumina HiSeq 4000	586448	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR790/SRR7909742/SRR7909742.sra	SRR7909742.sra	SRR7909742_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR790/002/SRR7909742/SRR7909742_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR790/002/SRR7909742/SRR7909742_2.fastq.gz	SRR7909742_2.fastq.gz	SRR7909742_WGS_cross-site_study_2.fastq.gz
SRR7890857	WGS cross-site study	Illumina HiSeq 4000	649247	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890857/SRR7890857.sra	SRR7890857.sra	SRR7890857_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890857/SRR7890857_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890857/SRR7890857_1.fastq.gz	SRR7890857_1.fastq.gz	SRR7890857_WGS_cross-site_study_1.fastq.gz
SRR7890857	WGS cross-site study	Illumina HiSeq 4000	649247	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890857/SRR7890857.sra	SRR7890857.sra	SRR7890857_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890857/SRR7890857_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890857/SRR7890857_2.fastq.gz	SRR7890857_2.fastq.gz	SRR7890857_WGS_cross-site_study_2.fastq.gz
SRR7910003	WGS cross-site study	Illumina HiSeq 4000	621238	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910003/SRR7910003.sra	SRR7910003.sra	SRR7910003_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/003/SRR7910003/SRR7910003_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/003/SRR7910003/SRR7910003_1.fastq.gz	SRR7910003_1.fastq.gz	SRR7910003_WGS_cross-site_study_1.fastq.gz
SRR7910003	WGS cross-site study	Illumina HiSeq 4000	621238	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910003/SRR7910003.sra	SRR7910003.sra	SRR7910003_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/003/SRR7910003/SRR7910003_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/003/SRR7910003/SRR7910003_2.fastq.gz	SRR7910003_2.fastq.gz	SRR7910003_WGS_cross-site_study_2.fastq.gz
SRR7910004	WGS cross-site study	Illumina HiSeq 4000	638620	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910004/SRR7910004.sra	SRR7910004.sra	SRR7910004_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/004/SRR7910004/SRR7910004_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/004/SRR7910004/SRR7910004_1.fastq.gz	SRR7910004_1.fastq.gz	SRR7910004_WGS_cross-site_study_1.fastq.gz
SRR7910004	WGS cross-site study	Illumina HiSeq 4000	638620	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910004/SRR7910004.sra	SRR7910004.sra	SRR7910004_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/004/SRR7910004/SRR7910004_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/004/SRR7910004/SRR7910004_2.fastq.gz	SRR7910004_2.fastq.gz	SRR7910004_WGS_cross-site_study_2.fastq.gz
SRR7910005	WGS cross-site study	Illumina HiSeq 4000	605970	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910005/SRR7910005.sra	SRR7910005.sra	SRR7910005_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/005/SRR7910005/SRR7910005_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/005/SRR7910005/SRR7910005_1.fastq.gz	SRR7910005_1.fastq.gz	SRR7910005_WGS_cross-site_study_1.fastq.gz
SRR7910005	WGS cross-site study	Illumina HiSeq 4000	605970	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR791/SRR7910005/SRR7910005.sra	SRR7910005.sra	SRR7910005_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR791/005/SRR7910005/SRR7910005_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR791/005/SRR7910005/SRR7910005_2.fastq.gz	SRR7910005_2.fastq.gz	SRR7910005_WGS_cross-site_study_2.fastq.gz
SRR7890856	WGS cross-site study	Illumina HiSeq 4000	3236579	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890856/SRR7890856.sra	SRR7890856.sra	SRR7890856_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890856/SRR7890856_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890856/SRR7890856_1.fastq.gz	SRR7890856_1.fastq.gz	SRR7890856_WGS_cross-site_study_1.fastq.gz
SRR7890856	WGS cross-site study	Illumina HiSeq 4000	3236579	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890856/SRR7890856.sra	SRR7890856.sra	SRR7890856_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890856/SRR7890856_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890856/SRR7890856_2.fastq.gz	SRR7890856_2.fastq.gz	SRR7890856_WGS_cross-site_study_2.fastq.gz
SRR7890855	WGS cross-site study	Illumina HiSeq 4000	1860496	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890855/SRR7890855.sra	SRR7890855.sra	SRR7890855_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890855/SRR7890855_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890855/SRR7890855_1.fastq.gz	SRR7890855_1.fastq.gz	SRR7890855_WGS_cross-site_study_1.fastq.gz
SRR7890855	WGS cross-site study	Illumina HiSeq 4000	1860496	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890855/SRR7890855.sra	SRR7890855.sra	SRR7890855_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890855/SRR7890855_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890855/SRR7890855_2.fastq.gz	SRR7890855_2.fastq.gz	SRR7890855_WGS_cross-site_study_2.fastq.gz
SRR7890854	WGS cross-site study	Illumina HiSeq 4000	1815633	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890854/SRR7890854.sra	SRR7890854.sra	SRR7890854_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890854/SRR7890854_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890854/SRR7890854_1.fastq.gz	SRR7890854_1.fastq.gz	SRR7890854_WGS_cross-site_study_1.fastq.gz
SRR7890854	WGS cross-site study	Illumina HiSeq 4000	1815633	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890854/SRR7890854.sra	SRR7890854.sra	SRR7890854_WGS_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890854/SRR7890854_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890854/SRR7890854_2.fastq.gz	SRR7890854_2.fastq.gz	SRR7890854_WGS_cross-site_study_2.fastq.gz
SRR7890853	WES cross-site study	Illumina HiSeq 2500	469882	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890853/SRR7890853.sra	SRR7890853.sra	SRR7890853_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890853/SRR7890853_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890853/SRR7890853_1.fastq.gz	SRR7890853_1.fastq.gz	SRR7890853_WES_cross-site_study_1.fastq.gz
SRR7890853	WES cross-site study	Illumina HiSeq 2500	469882	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890853/SRR7890853.sra	SRR7890853.sra	SRR7890853_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890853/SRR7890853_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890853/SRR7890853_2.fastq.gz	SRR7890853_2.fastq.gz	SRR7890853_WES_cross-site_study_2.fastq.gz
SRR7890852	WES cross-site study	Illumina HiSeq 2500	476243	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890852/SRR7890852.sra	SRR7890852.sra	SRR7890852_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890852/SRR7890852_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890852/SRR7890852_1.fastq.gz	SRR7890852_1.fastq.gz	SRR7890852_WES_cross-site_study_1.fastq.gz
SRR7890852	WES cross-site study	Illumina HiSeq 2500	476243	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890852/SRR7890852.sra	SRR7890852.sra	SRR7890852_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890852/SRR7890852_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890852/SRR7890852_2.fastq.gz	SRR7890852_2.fastq.gz	SRR7890852_WES_cross-site_study_2.fastq.gz
SRR7890851	WES cross-site study	Illumina HiSeq 4000	105414	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890851/SRR7890851.sra	SRR7890851.sra	SRR7890851_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890851/SRR7890851_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890851/SRR7890851_1.fastq.gz	SRR7890851_1.fastq.gz	SRR7890851_WES_cross-site_study_1.fastq.gz
SRR7890851	WES cross-site study	Illumina HiSeq 4000	105414	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890851/SRR7890851.sra	SRR7890851.sra	SRR7890851_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890851/SRR7890851_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890851/SRR7890851_2.fastq.gz	SRR7890851_2.fastq.gz	SRR7890851_WES_cross-site_study_2.fastq.gz
SRR7890850	WES cross-site study	Illumina HiSeq 4000	80783	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890850/SRR7890850.sra	SRR7890850.sra	SRR7890850_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890850/SRR7890850_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890850/SRR7890850_1.fastq.gz	SRR7890850_1.fastq.gz	SRR7890850_WES_cross-site_study_1.fastq.gz
SRR7890850	WES cross-site study	Illumina HiSeq 4000	80783	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890850/SRR7890850.sra	SRR7890850.sra	SRR7890850_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890850/SRR7890850_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890850/SRR7890850_2.fastq.gz	SRR7890850_2.fastq.gz	SRR7890850_WES_cross-site_study_2.fastq.gz
SRR7890849	WES cross-site study	Illumina HiSeq 4000	970876	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890849/SRR7890849.sra	SRR7890849.sra	SRR7890849_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890849/SRR7890849_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890849/SRR7890849_1.fastq.gz	SRR7890849_1.fastq.gz	SRR7890849_WES_cross-site_study_1.fastq.gz
SRR7890849	WES cross-site study	Illumina HiSeq 4000	970876	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890849/SRR7890849.sra	SRR7890849.sra	SRR7890849_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890849/SRR7890849_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890849/SRR7890849_2.fastq.gz	SRR7890849_2.fastq.gz	SRR7890849_WES_cross-site_study_2.fastq.gz
SRR7890848	WES cross-site study	Illumina HiSeq 4000	427654	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890848/SRR7890848.sra	SRR7890848.sra	SRR7890848_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890848/SRR7890848_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890848/SRR7890848_1.fastq.gz	SRR7890848_1.fastq.gz	SRR7890848_WES_cross-site_study_1.fastq.gz
SRR7890848	WES cross-site study	Illumina HiSeq 4000	427654	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890848/SRR7890848.sra	SRR7890848.sra	SRR7890848_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/008/SRR7890848/SRR7890848_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/008/SRR7890848/SRR7890848_2.fastq.gz	SRR7890848_2.fastq.gz	SRR7890848_WES_cross-site_study_2.fastq.gz
SRR7890847	WES cross-site study	Illumina HiSeq 2500	496624	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890847/SRR7890847.sra	SRR7890847.sra	SRR7890847_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890847/SRR7890847_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890847/SRR7890847_1.fastq.gz	SRR7890847_1.fastq.gz	SRR7890847_WES_cross-site_study_1.fastq.gz
SRR7890847	WES cross-site study	Illumina HiSeq 2500	496624	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890847/SRR7890847.sra	SRR7890847.sra	SRR7890847_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/007/SRR7890847/SRR7890847_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/007/SRR7890847/SRR7890847_2.fastq.gz	SRR7890847_2.fastq.gz	SRR7890847_WES_cross-site_study_2.fastq.gz
SRR7890846	WES cross-site study	Illumina HiSeq 2500	522573	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890846/SRR7890846.sra	SRR7890846.sra	SRR7890846_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890846/SRR7890846_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890846/SRR7890846_1.fastq.gz	SRR7890846_1.fastq.gz	SRR7890846_WES_cross-site_study_1.fastq.gz
SRR7890846	WES cross-site study	Illumina HiSeq 2500	522573	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890846/SRR7890846.sra	SRR7890846.sra	SRR7890846_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/006/SRR7890846/SRR7890846_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/006/SRR7890846/SRR7890846_2.fastq.gz	SRR7890846_2.fastq.gz	SRR7890846_WES_cross-site_study_2.fastq.gz
SRR7890845	WES cross-site study	Illumina HiSeq 2500	143787	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890845/SRR7890845.sra	SRR7890845.sra	SRR7890845_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890845/SRR7890845_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890845/SRR7890845_1.fastq.gz	SRR7890845_1.fastq.gz	SRR7890845_WES_cross-site_study_1.fastq.gz
SRR7890845	WES cross-site study	Illumina HiSeq 2500	143787	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890845/SRR7890845.sra	SRR7890845.sra	SRR7890845_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/005/SRR7890845/SRR7890845_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/005/SRR7890845/SRR7890845_2.fastq.gz	SRR7890845_2.fastq.gz	SRR7890845_WES_cross-site_study_2.fastq.gz
SRR7890844	WES cross-site study	Illumina HiSeq 2500	137462	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890844/SRR7890844.sra	SRR7890844.sra	SRR7890844_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890844/SRR7890844_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890844/SRR7890844_1.fastq.gz	SRR7890844_1.fastq.gz	SRR7890844_WES_cross-site_study_1.fastq.gz
SRR7890844	WES cross-site study	Illumina HiSeq 2500	137462	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890844/SRR7890844.sra	SRR7890844.sra	SRR7890844_WES_cross-site_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/004/SRR7890844/SRR7890844_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/004/SRR7890844/SRR7890844_2.fastq.gz	SRR7890844_2.fastq.gz	SRR7890844_WES_cross-site_study_2.fastq.gz
SRR7890843	FFPE WGS study	Illumina HiSeq 4000	4366378	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890843/SRR7890843.sra	SRR7890843.sra	SRR7890843_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890843/SRR7890843_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890843/SRR7890843_1.fastq.gz	SRR7890843_1.fastq.gz	SRR7890843_FFPE_WGS_study_1.fastq.gz
SRR7890843	FFPE WGS study	Illumina HiSeq 4000	4366378	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890843/SRR7890843.sra	SRR7890843.sra	SRR7890843_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/003/SRR7890843/SRR7890843_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/003/SRR7890843/SRR7890843_2.fastq.gz	SRR7890843_2.fastq.gz	SRR7890843_FFPE_WGS_study_2.fastq.gz
SRR7890842	FFPE WGS study	Illumina HiSeq 4000	2627287	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890842/SRR7890842.sra	SRR7890842.sra	SRR7890842_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890842/SRR7890842_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890842/SRR7890842_1.fastq.gz	SRR7890842_1.fastq.gz	SRR7890842_FFPE_WGS_study_1.fastq.gz
SRR7890842	FFPE WGS study	Illumina HiSeq 4000	2627287	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890842/SRR7890842.sra	SRR7890842.sra	SRR7890842_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/002/SRR7890842/SRR7890842_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/002/SRR7890842/SRR7890842_2.fastq.gz	SRR7890842_2.fastq.gz	SRR7890842_FFPE_WGS_study_2.fastq.gz
SRR7890841	FFPE WGS study	Illumina HiSeq 4000	3281341	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890841/SRR7890841.sra	SRR7890841.sra	SRR7890841_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890841/SRR7890841_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890841/SRR7890841_1.fastq.gz	SRR7890841_1.fastq.gz	SRR7890841_FFPE_WGS_study_1.fastq.gz
SRR7890841	FFPE WGS study	Illumina HiSeq 4000	3281341	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890841/SRR7890841.sra	SRR7890841.sra	SRR7890841_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/001/SRR7890841/SRR7890841_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/001/SRR7890841/SRR7890841_2.fastq.gz	SRR7890841_2.fastq.gz	SRR7890841_FFPE_WGS_study_2.fastq.gz
SRR7890840	FFPE WGS study	Illumina HiSeq 4000	2463866	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890840/SRR7890840.sra	SRR7890840.sra	SRR7890840_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890840/SRR7890840_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890840/SRR7890840_1.fastq.gz	SRR7890840_1.fastq.gz	SRR7890840_FFPE_WGS_study_1.fastq.gz
SRR7890840	FFPE WGS study	Illumina HiSeq 4000	2463866	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890840/SRR7890840.sra	SRR7890840.sra	SRR7890840_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/000/SRR7890840/SRR7890840_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/000/SRR7890840/SRR7890840_2.fastq.gz	SRR7890840_2.fastq.gz	SRR7890840_FFPE_WGS_study_2.fastq.gz
SRR7890839	FFPE WGS study	Illumina HiSeq 4000	3686446	1.55789E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR789/SRR7890839/SRR7890839.sra	SRR7890839.sra	SRR7890839_FFPE_WGS_study.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR789/009/SRR7890839/SRR7890839_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR789/009/SRR7890839/SRR7890839_1.fastq.gz	SRR7890839_1.fastq.gz	SRR7890839_FFPE_WGS_study_1.fastq.gz
